scenario,system,task_completion_rate_mean,task_completion_rate_std,avg_latency_mean,avg_latency_std,error_rate_mean,error_rate_std,recovery_time_after_failure_mean,recovery_time_after_failure_std,resource_efficiency_mean,resource_efficiency_std,stability_score_mean,stability_score_std,mean_reflex_actions_mean,mean_immune_actions_mean,mean_reserve_activations_mean,mean_metabolic_rests_mean,mean_demoted_false_signals_mean,mean_nervous_fast_lane_share_mean,mean_endocrine_throttle_ratio_mean,mean_immune_replacement_ratio_mean,mean_metabolic_recovery_gain_mean
failure_storm,full_bio,0.8610886195955155,0.08532175953275915,2.4310292850990525,0.4784264780580666,0.0,0.0,5.127777777777777,3.015070173005622,0.4304236852386289,0.028012465860094784,24.307523740221654,3.600191792678422,0.08333333333333333,0.0,0.10000000000000002,0.0,0.15,0.1550925925925926,0.0,0.10000000000000002,0.3644390519035252
failure_storm,no_endocrine,0.841417804661754,0.06936133521190727,2.5629859673337934,0.5580180085796835,0.007751937984496124,0.013426750446270367,6.427777777777777,3.619251508458824,0.42180945595519154,0.019771542174494245,22.6911992144616,2.575895380187358,0.11666666666666665,0.0,0.10000000000000002,0.016666666666666666,0.15,0.1550925925925926,0.0,0.10000000000000002,0.3546052338879478
failure_storm,no_immune,0.7568784346812366,0.11613360738183547,2.9350064350064353,0.26568317294622984,0.0,0.0,7.416666666666667,1.1814539065631522,0.46269794829468264,0.023834179721212965,22.093501683955548,2.011938255435581,0.08333333333333333,0.0,0.0,0.016666666666666666,0.15,0.1550925925925926,0.0,0.0,0.2857578967745462
failure_storm,no_metabolic,0.7943012925628308,0.10882819647553904,2.681464562569214,0.5431282799838958,0.0,0.0,6.127777777777777,3.75597055563736,0.4564403431696829,0.01278988029869678,22.28849464200454,1.135143109889306,0.16666666666666666,0.0,0.13333333333333333,0.0,0.15,0.1550925925925926,0.0,0.13333333333333333,0.19117875878803325
failure_storm,no_nervous,0.8667383371096399,0.07555235233542784,2.533051061678463,0.5536701424393053,0.0,0.0,4.661111111111111,2.9669631562205776,0.4399464713160064,0.026245087728650505,21.72050437944267,2.5013918376503326,0.0,0.0,0.10000000000000002,0.016666666666666666,0.15,0.0,0.0,0.10000000000000002,0.35821250644300734
overload,full_bio,0.6603935780531525,0.02684217056146689,2.606467928701535,0.07208161982298711,0.005376344086021505,0.009312101115961705,9.333333333333334,1.1547005383792517,0.4972860991068228,0.005738059554668087,24.844078879603114,5.734425958626325,0.11666666666666665,0.03333333333333333,0.10000000000000002,0.0,0.11666666666666665,0.147228835978836,0.0,0.10000000000000002,0.4171336074628025
overload,no_endocrine,0.6290000779362481,0.029693032430305293,2.586817325800377,0.09034706212718434,0.005555555555555556,0.009622504486493762,9.25,1.299038105676658,0.49481556611933675,0.014408907054491181,23.8056671973727,3.961300497281817,0.16666666666666666,0.0,0.10000000000000002,0.0,0.11666666666666665,0.147228835978836,0.0,0.10000000000000002,0.4154714089463111
overload,no_immune,0.5077811550151975,0.07854604423776133,3.00043956043956,0.28162699880041125,0.0,0.0,10.0,0.0,0.5051601421623771,0.045001233381844294,21.670669716257652,4.647107751349922,0.05000000000000001,0.0,0.0,0.0,0.11666666666666665,0.147228835978836,0.0,0.0,0.3196532124642148
overload,no_metabolic,0.5517527862208713,0.02775995235766843,2.6972060957910013,0.06258387459770903,0.0,0.0,10.0,0.0,0.5293646285485094,0.02096743254787336,23.98318466577,4.152697779335684,0.5166666666666667,0.0,0.19999999999999998,0.0,0.11666666666666665,0.147228835978836,0.0,0.19999999999999998,0.18571856245253512
overload,no_nervous,0.6292128438936949,0.03555186444981155,2.7258474576271183,0.26197503894766766,0.0,0.0,9.25,1.299038105676658,0.49936921589667366,0.014913827259564737,21.42708743873688,4.1913658177205155,0.0,0.0,0.10000000000000002,0.016666666666666666,0.11666666666666665,0.0,0.0,0.10000000000000002,0.3910568446088068
