scenario,system,seed,task_completion_rate,avg_latency,error_rate,recovery_time_after_failure,resource_efficiency,stability_score,total_arrived,total_completed,total_errors,total_resource_used,mean_reflex_actions,mean_immune_actions,mean_reserve_activations,mean_metabolic_rests,mean_demoted_false_signals,mean_nervous_fast_lane_share,mean_endocrine_throttle_ratio,mean_immune_replacement_ratio,mean_metabolic_recovery_gain
overload,baseline,143,0.2342606149341142,46.7875,0.16666666666666666,7.8,0.26928691086459433,4.319615725851101,683,160,32,594.1618160581629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overload,bio,143,0.47291361639824303,11.126934984520124,0.01524390243902439,5.866666666666666,0.46316657100092357,6.1765657414327375,683,323,5,697.3732998518926,0.5785714285714286,0.10714285714285714,0.07857142857142857,0.17857142857142858,0.08571428571428572,0.20625566893424038,0.0,0.075,0.45172002266449685
overload,baseline,160,0.26656626506024095,53.293785310734464,0.14903846153846154,10.0,0.2912475465646487,4.788497114143888,664,177,31,607.730441295618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overload,bio,160,0.5225903614457831,4.54178674351585,0.0057306590257879654,8.5,0.4972310831159439,8.284590656705486,664,347,2,697.8646584712542,0.6357142857142857,0.05714285714285714,0.07857142857142857,0.30714285714285716,0.1357142857142857,0.16874433106575962,0.0,0.07857142857142857,0.45479645960593545
overload,baseline,177,0.2795031055900621,47.56666666666667,0.10891089108910891,10.0,0.302228154517856,4.827448413243489,644,180,22,595.5765447701378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overload,bio,177,0.5357142857142857,5.033333333333333,0.017094017094017096,8.214285714285714,0.48025601176890986,7.644954069517291,644,345,6,718.3668533981986,0.5357142857142857,0.09285714285714286,0.11428571428571428,0.16428571428571428,0.17142857142857143,0.17035430839002266,0.0,0.11428571428571428,0.46363939199020754
overload,baseline,194,0.24635568513119532,47.25443786982248,0.1875,10.0,0.27225213228470796,4.338619167760658,686,169,39,620.7481226382758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overload,bio,194,0.5174927113702624,8.990140845070423,0.0056022408963585435,8.142857142857142,0.45613132113984556,6.719618367449101,686,355,2,778.2846376628461,0.4928571428571429,0.15,0.1,0.15714285714285714,0.21428571428571427,0.18983560090702947,0.0,0.1,0.4830903683566849
overload,baseline,211,0.25925925925925924,46.205357142857146,0.19230769230769232,7.857142857142857,0.27888732641853164,4.647215522349359,648,168,40,602.3938131483219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overload,bio,211,0.5108024691358025,8.253776435045317,0.020710059171597635,8.285714285714286,0.47112641814088885,7.002382238010971,648,331,7,702.57151213502,0.5357142857142857,0.06428571428571428,0.10714285714285714,0.16428571428571428,0.14285714285714285,0.19899788703360133,0.0,0.10714285714285714,0.4474192976185637
