scenario,system,seed,task_completion_rate,avg_latency,error_rate,recovery_time_after_failure,resource_efficiency,stability_score,total_arrived,total_completed,total_errors,total_resource_used,mean_reflex_actions,mean_immune_actions,mean_reserve_activations,mean_metabolic_rests,mean_demoted_false_signals,mean_nervous_fast_lane_share,mean_endocrine_throttle_ratio,mean_immune_replacement_ratio,mean_metabolic_recovery_gain
failure_storm,baseline,244,0.37473684210526315,34.26966292134831,0.11442786069651742,7.892857142857143,0.3035871434892329,6.195447839107569,475,178,23,586.3225891392631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
failure_storm,bio,244,0.7642105263157895,4.461432506887053,0.00819672131147541,5.75,0.4773418102454403,10.580355527276152,475,363,3,760.4613553825342,0.45,0.02142857142857143,0.04285714285714286,0.20714285714285716,0.11428571428571428,0.14923469387755103,0.0,0.04285714285714286,0.45123500009346007
failure_storm,baseline,261,0.42080378250591016,34.19662921348315,0.1188118811881188,8.085714285714285,0.3174555700912245,6.8170275713843385,423,178,24,560.7083849524192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
failure_storm,bio,261,0.8321513002364066,5.619318181818182,0.0,5.514285714285714,0.47877571049513606,11.195917027809044,423,352,0,735.2085585878442,0.55,0.007142857142857143,0.014285714285714285,0.2357142857142857,0.05,0.1550170068027211,0.0,0.014285714285714285,0.4320538055598365
failure_storm,baseline,278,0.3682008368200837,42.42897727272727,0.15384615384615385,8.085714285714285,0.30683779341554585,6.499256129853307,478,176,32,573.5929659800604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
failure_storm,bio,278,0.7740585774058577,5.140540540540541,0.005376344086021506,6.914285714285715,0.48002975021893773,11.067852324759476,478,370,2,770.7855603350541,0.45,0.02142857142857143,0.02857142857142857,0.17857142857142858,0.11428571428571428,0.1541581632653061,0.0,0.02857142857142857,0.4596033093773144
failure_storm,baseline,295,0.3926247288503254,35.78729281767956,0.16203703703703703,7.76,0.30225719234180226,6.559304161626029,461,181,35,598.8277684896884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
failure_storm,bio,295,0.8199566160520607,5.4603174603174605,0.002638522427440633,4.8,0.4922292696280462,11.236851158279237,461,378,1,767.9348289987637,0.5214285714285715,0.02142857142857143,0.04285714285714286,0.15714285714285714,0.02857142857142857,0.14977891156462583,0.0,0.04285714285714286,0.4527987264571036
failure_storm,baseline,312,0.34553775743707094,35.75496688741722,0.20526315789473684,8.357142857142858,0.2703727466323932,6.585988181425542,437,151,39,558.4882421796161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
failure_storm,bio,312,0.8077803203661327,4.502832861189802,0.0,5.595238095238095,0.48128700072334196,11.97132289360851,437,353,0,733.4501024741262,0.4142857142857143,0.02142857142857143,0.05714285714285714,0.18571428571428572,0.05,0.1498979591836735,0.0,0.05357142857142857,0.4288968950349107
